factory_id,product_type,production_cost_per_unit,labor_hours_used,inventory_level,lead_time_days,defect_rate_percentage,market_demand_index,supply_chain_efficiency_score,profitability_flag
410,Fabric,389,1045,16786,27,0.94,24,48,0
115,Fabric,157,1740,3156,1,2.14,60,73,1
326,Yarn,462,685,18134,25,7.69,64,88,0
573,Fabric,309,746,10504,19,2.55,41,41,0
565,Fabric,120,1553,14658,18,1.49,68,61,1
128,Ready-made garment,476,989,17111,12,7.4,82,78,0
250,Ready-made garment,389,673,4398,8,7.82,48,62,0
344,Cotton,211,612,15596,26,0.72,56,90,1
369,Cotton,149,1202,19757,5,9.27,42,91,0
178,Cotton,376,164,11983,13,7.27,42,42,0
532,Ready-made garment,82,282,5639,17,4.76,47,82,0
388,Cotton,192,1189,7067,1,11.8,30,84,0
252,Cotton,293,934,7056,2,0.12,78,55,1
376,Ready-made garment,273,1991,3960,7,6.54,52,80,1
500,Yarn,263,1331,3014,2,1.92,20,69,0
378,Ready-made garment,169,153,4784,25,3.95,69,58,1
156,Yarn,217,1344,6004,22,1.6,55,83,1
590,Ready-made garment,398,335,17548,4,8.02,81,65,0
564,Cotton,266,988,15549,28,4.82,65,55,1
285,Fabric,438,711,18067,13,11.84,50,61,0
497,Fabric,483,1058,14303,14,7.85,52,45,0
192,Yarn,404,537,15411,20,11.01,61,76,0
375,Yarn,371,1103,7239,3,2.89,57,44,0
257,Yarn,266,1226,3132,9,3.83,21,82,0
374,Fabric,103,1559,16431,18,4.35,16,53,0
280,Yarn,257,793,3565,25,10.06,53,63,0
458,Ready-made garment,479,1062,2389,16,2.54,15,53,0
539,Ready-made garment,129,1544,13778,19,11.36,28,48,0
176,Fabric,444,1231,15494,20,0.52,25,79,0
565,Ready-made garment,429,623,13010,9,10.68,20,95,0
250,Yarn,482,1566,17843,19,5.42,68,50,0
545,Fabric,200,1629,15906,6,6.31,96,49,1
337,Yarn,104,503,2507,12,11.97,44,70,0
388,Ready-made garment,54,442,1221,15,10.44,69,90,0
330,Yarn,497,1721,8200,21,10.85,44,93,0
587,Fabric,84,899,15154,6,7.03,26,64,0
117,Yarn,398,1450,1754,5,11.48,48,92,0
172,Ready-made garment,168,313,2845,29,8.25,13,59,0
516,Cotton,246,1123,604,14,9.83,57,70,0
515,Fabric,103,1679,2161,27,8.65,80,96,0
288,Yarn,308,421,13670,19,9.37,57,55,0
537,Fabric,311,1201,5918,18,7.66,91,76,0
116,Yarn,392,1178,17975,26,8.72,71,45,0
118,Cotton,415,883,9229,13,5.23,32,82,0
318,Ready-made garment,361,955,7460,9,8.48,69,98,0
425,Yarn,51,1194,16455,20,3.32,37,50,0
582,Yarn,131,1191,2071,26,7.62,51,87,0
219,Cotton,399,279,3515,28,6.29,47,94,0
200,Fabric,471,479,7506,22,10.78,92,79,0
133,Ready-made garment,489,1032,18313,25,8.08,67,58,0
183,Yarn,54,1809,16093,21,7.16,72,40,0
508,Yarn,223,1804,14319,7,3.76,68,97,1
295,Ready-made garment,188,549,17125,28,10.35,30,66,0
429,Cotton,242,1384,7586,21,0.65,59,60,1
301,Fabric,187,1570,18951,12,10.8,11,80,0
443,Ready-made garment,346,1760,7838,9,7.84,90,53,0
440,Fabric,165,230,16075,2,2.27,84,96,1
110,Cotton,93,1357,11580,3,10.84,22,59,0
446,Cotton,395,1003,7387,5,3.92,65,74,0
499,Ready-made garment,338,1277,5635,18,2.02,26,76,0
317,Yarn,268,429,800,28,3.83,54,70,1
544,Cotton,105,736,12952,14,11.53,62,41,0
352,Cotton,291,1989,3328,22,9.03,97,57,0
321,Ready-made garment,445,1735,12454,26,11.0,46,93,0
482,Ready-made garment,307,152,5877,19,3.59,23,60,0
468,Ready-made garment,50,1967,6207,21,0.99,79,64,1
179,Cotton,498,567,2900,5,6.75,50,52,0
106,Fabric,426,739,17904,10,5.8,65,75,0
371,Cotton,430,512,2049,16,8.65,53,56,0
326,Ready-made garment,338,1137,11610,24,6.51,31,85,0
115,Yarn,152,595,14756,25,4.76,93,51,1
523,Yarn,341,1640,8465,20,0.06,32,81,0
111,Ready-made garment,198,1885,7402,26,5.61,53,61,1
390,Yarn,133,467,17761,1,1.45,41,63,0
340,Cotton,469,638,15588,21,11.06,95,54,0
120,Fabric,75,736,7509,4,11.06,96,46,0
277,Cotton,224,1575,19964,5,9.64,93,42,0
526,Ready-made garment,272,1664,4034,11,1.89,46,59,0
327,Cotton,178,614,12299,14,1.77,55,82,1
595,Yarn,471,580,8291,25,6.76,48,65,0
372,Cotton,191,513,10012,24,8.73,43,84,0
387,Fabric,395,327,15063,27,10.85,90,67,0
396,Yarn,351,236,19987,11,10.73,88,92,0
233,Fabric,347,1892,19720,27,1.86,94,74,1
571,Fabric,184,1363,6813,24,11.95,10,84,0
382,Fabric,104,890,19001,8,1.88,47,99,0
503,Cotton,105,934,9826,1,10.08,38,79,0
252,Cotton,423,1795,3217,28,7.04,75,48,0
165,Cotton,125,571,15105,7,8.14,29,46,0
236,Cotton,368,617,8881,13,7.25,51,79,0
191,Yarn,457,1584,11461,20,10.44,66,53,0
536,Cotton,388,404,3879,6,7.65,86,57,0
416,Yarn,404,754,14849,4,10.18,17,49,0
521,Fabric,181,280,12249,12,1.85,96,74,1
358,Yarn,91,129,14529,5,10.4,68,87,0
567,Ready-made garment,401,1071,2069,5,11.92,20,54,0
553,Cotton,159,864,18371,17,7.94,96,84,0
202,Ready-made garment,119,139,4004,6,11.72,45,43,0
580,Yarn,333,286,3122,10,2.64,37,87,0
154,Cotton,175,418,6019,16,9.95,90,97,0
356,Ready-made garment,397,1939,1413,24,2.03,81,89,0
200,Cotton,345,1350,13555,29,6.19,10,58,0
297,Yarn,228,831,5729,21,7.97,61,95,0
400,Ready-made garment,462,991,11364,14,7.92,12,87,0
325,Yarn,347,423,13097,10,8.05,22,97,0
530,Ready-made garment,423,1042,1041,29,3.85,32,67,0
562,Fabric,246,1166,5362,28,11.68,96,83,0
336,Fabric,310,755,9898,22,0.08,43,62,0
125,Fabric,150,1401,8680,21,7.45,35,61,0
220,Fabric,474,1442,14248,17,10.39,14,61,0
497,Fabric,110,273,9948,5,10.69,17,73,0
281,Yarn,232,1882,14632,2,8.64,90,79,0
298,Fabric,461,784,11443,4,6.9,34,50,0
401,Yarn,346,1164,7651,18,5.49,96,83,1
354,Fabric,416,508,4280,8,5.39,64,77,0
221,Cotton,58,1685,8974,14,5.1,37,87,0
130,Fabric,462,1446,16755,13,8.4,17,70,0
571,Cotton,255,279,9901,29,8.77,28,66,0
414,Yarn,471,953,940,7,6.18,22,44,0
578,Fabric,367,1282,13426,9,8.89,35,81,0
384,Ready-made garment,103,136,17357,4,6.34,48,68,0
205,Yarn,229,505,7789,5,1.17,60,44,1
323,Fabric,153,638,18741,15,10.22,15,57,0
372,Yarn,175,475,19663,9,10.45,22,68,0
497,Ready-made garment,83,355,5536,25,3.2,61,41,1
331,Fabric,214,377,16650,18,9.44,96,53,0
519,Ready-made garment,482,348,12975,28,6.13,45,62,0
355,Fabric,347,792,12047,27,1.49,26,98,0
541,Cotton,319,1140,5743,14,4.78,74,92,1
595,Yarn,338,1491,4842,15,0.92,52,68,1
123,Ready-made garment,167,224,12169,1,9.44,22,78,0
208,Yarn,403,1435,5554,19,2.35,72,47,0
290,Ready-made garment,141,311,10518,26,1.97,64,43,1
446,Yarn,149,571,6915,1,2.5,87,76,1
124,Yarn,136,848,2394,6,2.71,23,71,0
286,Yarn,283,1538,5959,8,8.09,80,88,0
387,Cotton,450,599,19539,4,7.66,50,77,0
215,Fabric,173,910,4018,16,1.55,52,68,1
437,Cotton,252,1835,6181,11,8.69,72,68,0
465,Yarn,81,988,10172,4,4.19,91,99,1
501,Ready-made garment,406,1304,17529,11,5.49,50,40,0
136,Yarn,88,1512,14899,10,1.5,18,42,0
381,Fabric,143,1765,14204,17,8.5,29,81,0
236,Cotton,59,1756,2198,9,4.51,30,84,0
326,Fabric,264,1310,13305,10,7.59,34,58,0
419,Ready-made garment,457,1862,3926,8,5.13,75,53,0
427,Fabric,149,1797,12396,14,0.59,39,71,0
503,Cotton,293,1747,11916,13,8.44,81,62,0
281,Ready-made garment,107,1591,13116,3,6.63,34,82,0
461,Fabric,406,1580,5074,14,5.21,39,65,0
185,Cotton,369,1257,890,14,2.42,86,57,0
566,Cotton,68,1821,15410,3,7.49,40,82,0
513,Yarn,406,274,13199,29,3.3,45,54,0
152,Fabric,166,1384,18165,16,5.15,50,64,0
447,Ready-made garment,185,416,16436,10,0.68,70,75,1
454,Yarn,376,1100,17390,4,9.32,38,82,0
334,Fabric,345,923,2222,20,1.08,43,77,0
546,Fabric,62,969,14731,18,10.69,28,61,0
366,Ready-made garment,150,1030,17841,4,10.41,99,57,0
386,Yarn,429,986,6358,2,11.65,14,51,0
532,Yarn,204,368,6937,11,10.9,29,97,0
595,Ready-made garment,131,1917,17646,15,11.66,87,66,0
586,Yarn,137,569,6096,11,10.65,38,87,0
199,Cotton,154,323,6449,23,1.35,12,59,0
577,Ready-made garment,179,1375,14516,21,5.25,93,55,1
186,Fabric,321,1187,7121,23,0.91,34,89,0
502,Ready-made garment,63,1074,11303,6,6.54,78,97,1
495,Cotton,177,1006,3389,18,6.36,64,85,1
114,Ready-made garment,450,929,8277,28,11.07,65,88,0
514,Fabric,109,1587,18226,18,11.64,38,54,0
526,Fabric,276,1247,6014,1,3.12,50,49,0
200,Ready-made garment,66,1705,7715,13,6.99,11,78,0
264,Ready-made garment,94,337,10328,1,5.57,15,44,0
562,Cotton,87,174,15781,13,6.56,68,82,1
128,Cotton,173,1565,8253,21,6.38,74,92,1
213,Fabric,409,599,9241,5,10.97,40,74,0
206,Yarn,113,1645,2505,23,10.75,55,56,0
509,Yarn,426,367,19067,17,1.47,69,90,0
463,Yarn,302,1610,9450,16,4.14,55,80,1
229,Yarn,311,1086,17207,21,9.03,28,69,0
183,Fabric,493,1723,7864,18,8.21,10,43,0
370,Yarn,161,1173,10617,10,7.57,27,86,0
343,Yarn,151,1778,2323,17,11.93,16,92,0
487,Ready-made garment,98,1182,1638,7,4.04,41,61,0
313,Yarn,326,1577,2220,15,6.18,68,70,1
405,Ready-made garment,276,1953,17607,19,11.75,74,68,0
265,Fabric,72,822,2912,27,8.35,21,80,0
378,Ready-made garment,381,1195,14295,9,7.78,54,92,0
158,Cotton,234,1879,1266,21,1.86,33,55,0
189,Ready-made garment,113,1874,13619,21,2.96,63,94,1
470,Yarn,206,289,12073,5,4.53,13,64,0
430,Ready-made garment,332,1095,10852,25,5.58,88,56,1
511,Ready-made garment,439,1685,9985,29,5.97,33,57,0
293,Fabric,198,1840,4517,10,10.83,32,76,0
222,Fabric,376,665,4770,13,1.29,98,76,0
235,Yarn,412,1945,14014,1,2.98,58,99,0
512,Cotton,218,1092,18842,21,1.72,99,68,1
238,Cotton,182,835,9686,26,8.82,30,80,0
328,Ready-made garment,448,255,14278,6,11.65,79,66,0
373,Cotton,454,1995,2351,25,10.73,31,70,0
538,Fabric,363,1686,7410,3,8.68,84,62,0
149,Yarn,181,1876,4371,17,0.26,46,81,0
497,Yarn,246,1965,15127,12,4.16,39,64,0
217,Fabric,184,772,12986,27,10.36,40,98,0
301,Yarn,84,1764,9914,11,7.84,42,94,0
582,Ready-made garment,469,1208,8481,8,2.52,85,61,0
492,Yarn,426,168,11943,25,5.6,36,93,0
582,Cotton,448,1508,6861,12,1.06,87,52,0
494,Yarn,269,472,15465,11,6.25,67,56,1
290,Yarn,435,154,17701,22,10.81,10,84,0
463,Fabric,425,184,15668,5,0.46,73,78,0
559,Fabric,234,1980,7987,28,7.37,81,91,0
422,Cotton,54,1040,2570,8,2.8,81,99,1
280,Fabric,120,940,9328,12,11.88,35,97,0
522,Cotton,391,691,15943,22,0.78,99,42,0
177,Ready-made garment,290,831,5306,6,7.41,58,40,0
539,Cotton,400,721,7342,9,3.08,93,94,0
511,Yarn,465,1888,11068,25,10.59,53,81,0
174,Cotton,346,1108,8361,17,1.46,52,86,1
394,Ready-made garment,475,416,16598,28,5.15,58,84,0
380,Yarn,380,1287,19404,2,2.22,61,96,0
120,Cotton,242,1738,19409,1,9.59,80,56,0
493,Fabric,217,724,7199,18,4.22,41,68,0
270,Fabric,388,351,3135,3,2.24,64,57,0
114,Fabric,285,251,12906,29,8.71,27,81,0
310,Cotton,343,1459,5659,14,9.81,95,91,0
147,Cotton,347,1009,759,13,5.55,68,48,1
185,Ready-made garment,297,1491,19880,2,4.55,38,65,0
248,Yarn,214,1886,8757,22,7.59,41,63,0
287,Yarn,361,965,16233,4,7.82,63,72,0
471,Yarn,120,699,19662,15,7.93,93,51,0
591,Yarn,280,1106,18053,5,3.31,40,82,0
579,Cotton,104,1070,16093,10,11.3,52,82,0
405,Cotton,231,1104,12816,9,2.56,50,54,0
250,Ready-made garment,71,1223,16680,18,4.49,17,91,0
240,Yarn,332,1243,16532,3,3.4,52,53,1
168,Cotton,154,1508,2166,14,11.17,60,48,0
359,Cotton,224,402,13687,10,9.94,17,70,0
575,Cotton,343,1839,16453,17,9.74,18,73,0
433,Cotton,417,1272,17244,15,0.06,87,41,0
555,Yarn,88,1324,6214,18,8.23,55,93,0
108,Yarn,448,1930,6543,17,2.76,42,87,0
220,Cotton,424,1126,8252,25,11.61,67,77,0
470,Fabric,499,499,8022,3,6.37,88,84,0
518,Ready-made garment,494,167,12053,16,6.78,40,77,0
200,Yarn,109,253,10810,19,4.28,78,97,1
248,Yarn,441,1114,4260,13,6.44,92,40,0
541,Fabric,349,1617,8868,23,9.0,57,96,0
245,Yarn,348,281,6670,17,6.74,20,99,0
452,Fabric,439,624,8628,25,7.7,83,84,0
555,Fabric,261,288,10004,23,5.67,42,73,0
342,Cotton,204,119,7483,16,8.6,70,62,0
340,Yarn,222,950,11739,9,10.79,97,40,0
436,Ready-made garment,72,1406,9222,24,0.61,24,72,0
142,Fabric,289,997,15113,21,1.29,38,50,0
194,Ready-made garment,258,109,15834,12,8.23,36,87,0
325,Cotton,171,799,12109,3,4.53,29,48,0
105,Yarn,302,1980,12342,27,3.38,45,46,0
313,Cotton,190,1654,1761,9,2.14,23,85,0
305,Cotton,389,754,5782,16,6.87,46,76,0
166,Ready-made garment,411,1738,19770,5,4.17,97,97,0
495,Ready-made garment,369,1426,13692,25,6.1,58,90,0
199,Fabric,202,340,16483,19,11.5,45,63,0
111,Yarn,430,251,6371,22,9.1,67,88,0
336,Cotton,263,883,18662,13,9.55,24,47,0
421,Fabric,357,1460,5260,2,1.49,48,75,0
357,Fabric,97,287,2480,19,3.9,14,41,0
498,Cotton,366,563,18471,18,1.27,54,94,0
506,Cotton,66,821,13564,12,11.62,10,91,0
512,Fabric,345,1300,1647,18,8.19,56,84,0
436,Cotton,380,999,6050,5,0.23,43,91,0
579,Cotton,394,805,12640,26,5.71,17,45,0
234,Ready-made garment,118,1300,2950,20,3.16,97,89,1
321,Yarn,134,980,7638,27,6.48,63,76,1
255,Fabric,331,514,15136,20,2.14,96,96,1
241,Cotton,257,677,16828,29,0.68,69,51,1
527,Fabric,489,409,6857,8,3.88,86,58,0
257,Yarn,89,1125,9565,22,3.55,46,91,0
564,Fabric,145,416,9065,16,8.6,55,68,0
515,Fabric,299,1906,1694,26,5.69,27,58,0
593,Fabric,422,1632,6987,2,3.5,19,70,0
425,Ready-made garment,185,1119,13088,13,6.85,77,86,1
470,Yarn,122,1695,6115,1,0.86,80,78,1
443,Yarn,350,467,7958,5,7.95,95,68,0
361,Fabric,322,654,15584,23,1.77,85,90,1
382,Fabric,218,704,8516,21,3.36,33,94,0
437,Yarn,382,1349,2557,12,3.39,56,60,0
443,Cotton,442,1035,11804,4,5.59,46,74,0
328,Ready-made garment,247,579,19301,5,11.44,81,72,0
475,Yarn,396,1080,17009,11,3.9,93,60,0
379,Fabric,155,1921,3332,10,3.38,52,96,1
457,Cotton,150,1186,4978,8,2.03,91,49,1
389,Cotton,408,1403,5118,21,4.7,34,43,0
267,Cotton,284,1039,14642,9,2.18,96,87,1
146,Ready-made garment,329,113,17893,26,1.65,27,96,0
562,Ready-made garment,378,127,4278,7,10.29,60,51,0
302,Yarn,426,241,1441,27,0.63,55,98,0
313,Yarn,155,1743,4103,29,8.53,84,49,0
345,Yarn,444,1925,4480,14,2.43,68,42,0
123,Yarn,84,689,15818,11,0.14,48,47,0
420,Fabric,206,1882,4868,18,9.54,87,44,0
373,Ready-made garment,441,572,14800,25,8.43,95,93,0
143,Cotton,322,1647,9193,18,4.01,47,87,0
431,Fabric,445,1307,12510,22,0.95,64,75,0
412,Yarn,289,416,16346,8,4.33,88,87,1
462,Yarn,256,1484,1750,2,2.18,14,61,0
255,Fabric,294,544,11080,22,11.19,14,74,0
587,Cotton,142,395,19203,21,6.36,59,62,1
479,Ready-made garment,158,503,6410,7,11.57,51,43,0
298,Ready-made garment,355,851,3457,26,4.22,28,55,0
506,Cotton,163,362,14394,29,6.68,43,76,0
568,Ready-made garment,73,946,3774,5,2.28,62,61,1
261,Yarn,342,476,10950,14,9.7,89,60,0
494,Yarn,301,684,15588,14,0.49,30,99,0
569,Yarn,316,1191,3548,3,8.35,54,89,0
333,Yarn,404,898,2406,6,4.7,69,99,0
262,Cotton,258,570,3439,23,6.94,62,99,1
215,Ready-made garment,492,1961,12170,17,7.11,28,66,0
192,Ready-made garment,104,831,9232,24,8.53,97,91,0
141,Fabric,76,1071,14931,8,2.45,44,79,0
383,Cotton,372,146,9549,29,6.38,91,47,0
478,Ready-made garment,493,1046,11528,20,5.12,23,46,0
309,Ready-made garment,51,1181,6958,24,3.39,95,81,1
305,Fabric,117,123,2252,3,5.95,21,73,0
565,Yarn,451,1413,18550,29,11.42,58,69,0
319,Ready-made garment,197,930,2363,15,11.39,85,91,0
379,Yarn,368,1567,4961,5,3.35,12,64,0
235,Fabric,377,502,14636,19,10.61,36,77,0
205,Ready-made garment,179,1147,11105,2,10.52,91,54,0
217,Yarn,132,1187,5712,21,3.0,34,85,0
336,Cotton,91,1890,2618,8,7.19,24,67,0
408,Yarn,205,1783,13113,9,10.44,36,98,0
555,Yarn,206,1751,6126,5,6.18,24,79,0
487,Yarn,156,1733,10041,3,4.44,39,48,0
574,Yarn,333,1362,7858,12,7.81,84,44,0
199,Cotton,237,382,15049,3,2.07,68,76,1
360,Fabric,154,1565,9762,24,1.94,54,80,1
580,Yarn,161,1423,18637,19,9.99,62,61,0
404,Yarn,182,192,6860,16,0.5,87,78,1
453,Ready-made garment,320,1700,15136,25,9.64,54,79,0
385,Ready-made garment,159,1498,12179,26,3.49,81,99,1
427,Cotton,122,785,13713,16,5.8,70,95,1
202,Cotton,465,409,1888,1,6.52,20,54,0
162,Cotton,485,987,12091,17,9.2,87,74,0
274,Ready-made garment,395,1870,13469,21,10.61,60,92,0
381,Yarn,342,1290,7414,20,9.65,95,66,0
540,Ready-made garment,192,1872,6021,3,6.87,98,56,1
392,Fabric,474,106,17894,17,4.18,83,58,0
325,Cotton,309,1945,11375,23,6.32,48,57,0
106,Cotton,294,1166,925,17,0.36,33,49,0
226,Cotton,486,887,12716,16,2.94,15,41,0
523,Fabric,389,1463,15243,6,4.39,42,41,0
191,Yarn,204,1276,7418,26,3.84,31,88,0
522,Yarn,198,142,7508,18,1.14,69,86,1
289,Yarn,109,824,8908,14,0.61,29,66,0
458,Cotton,135,300,6813,20,5.05,20,55,0
575,Yarn,241,994,9301,8,0.9,44,71,0
561,Ready-made garment,376,766,13145,19,3.43,44,77,0
152,Cotton,480,1855,685,9,5.7,74,91,0
341,Fabric,231,1788,13657,21,2.52,99,65,1
585,Fabric,336,647,9515,22,0.95,87,71,1
231,Yarn,322,325,10669,18,5.19,58,73,1
589,Cotton,304,1957,16773,1,5.38,75,86,1
565,Ready-made garment,483,732,13466,21,10.99,55,92,0
463,Ready-made garment,56,1644,18068,17,1.53,14,89,0
211,Cotton,175,1462,14977,4,7.38,48,47,0
508,Yarn,132,1458,4266,16,3.84,88,75,1
106,Fabric,77,1304,10311,24,1.48,94,99,1
329,Fabric,315,1656,4826,12,4.72,60,69,1
255,Ready-made garment,332,1045,16762,13,5.14,30,44,0
296,Ready-made garment,446,1395,2935,2,4.36,47,71,0
422,Ready-made garment,499,293,1234,22,9.19,45,47,0
463,Fabric,300,637,657,12,10.07,23,61,0
322,Ready-made garment,237,1920,5804,10,1.78,42,88,0
466,Fabric,432,580,16878,29,2.01,32,77,0
589,Fabric,348,1221,8264,15,5.05,81,86,1
349,Yarn,118,529,17959,5,3.84,93,40,1
503,Yarn,368,1635,5622,1,9.83,47,50,0
182,Yarn,375,1854,14912,8,11.96,56,77,0
339,Ready-made garment,148,1450,10553,21,2.17,73,94,1
479,Fabric,242,1044,8690,25,9.15,56,45,0
494,Ready-made garment,276,1010,3464,18,7.29,10,59,0
459,Fabric,231,1908,14078,6,7.73,51,59,0
422,Yarn,469,1923,14117,23,3.17,77,57,0
570,Yarn,376,677,5625,1,1.17,87,57,0
362,Ready-made garment,142,1950,1633,14,6.52,95,46,1
506,Fabric,192,1539,4738,10,7.36,85,71,0
288,Ready-made garment,252,210,6286,4,11.56,34,65,0
554,Cotton,451,311,8857,18,8.1,66,63,0
465,Ready-made garment,181,1806,15095,23,5.32,61,87,1
389,Yarn,316,950,12448,19,11.93,16,93,0
461,Fabric,183,977,19881,25,4.48,16,93,0
502,Fabric,427,1086,13200,8,1.95,65,94,0
157,Ready-made garment,228,1095,11903,12,7.42,48,90,0
108,Yarn,235,670,10667,10,3.2,79,51,1
403,Cotton,493,1153,6811,13,11.07,92,65,0
214,Ready-made garment,67,1390,3655,7,5.13,67,69,1
309,Fabric,372,765,17304,24,1.8,32,57,0
140,Yarn,450,449,10421,17,1.7,19,43,0
403,Fabric,146,1637,3335,26,7.8,81,73,0
272,Fabric,83,1029,2585,12,4.39,45,62,0
333,Fabric,463,780,7569,6,4.36,80,68,0
380,Fabric,452,1337,2885,23,7.35,12,48,0
471,Cotton,442,350,19261,7,2.66,81,78,0
177,Yarn,473,1666,19741,13,1.75,86,51,0
207,Ready-made garment,349,418,12792,14,7.89,22,76,0
380,Yarn,400,1306,1955,25,0.06,99,51,0
502,Yarn,236,984,14182,23,10.89,57,55,0
138,Yarn,396,288,13682,28,2.2,75,58,0
218,Ready-made garment,160,824,2390,23,5.37,12,51,0
434,Yarn,458,1250,14938,13,2.54,72,40,0
435,Ready-made garment,296,1927,9341,6,2.62,24,40,0
126,Ready-made garment,120,1419,2928,19,10.02,11,58,0
203,Cotton,358,1146,6709,13,7.02,70,91,0
173,Fabric,481,1653,19201,22,3.74,68,83,0
290,Ready-made garment,376,178,8548,9,3.01,26,76,0
423,Fabric,261,645,18999,11,2.55,20,80,0
598,Yarn,358,1593,7782,10,6.65,14,83,0
246,Fabric,157,1023,7693,3,8.77,79,41,0
354,Fabric,226,718,16418,19,3.04,76,52,1
383,Fabric,476,404,10946,27,3.99,32,43,0
312,Yarn,277,1571,16956,7,8.64,72,58,0
222,Yarn,68,298,3957,23,8.85,13,79,0
594,Ready-made garment,371,1314,18906,5,2.49,38,84,0
305,Ready-made garment,467,1355,16796,24,4.59,26,72,0
516,Cotton,297,1697,4585,24,10.44,44,56,0
339,Yarn,258,653,10769,27,8.88,57,96,0
493,Cotton,265,1147,8088,27,1.95,94,56,1
438,Yarn,250,1798,14332,15,4.63,96,43,1
385,Fabric,487,1584,18427,2,11.68,57,47,0
121,Cotton,306,282,15723,11,6.3,62,69,1
358,Cotton,155,1556,6283,6,8.63,74,91,0
456,Cotton,360,1968,10728,5,1.1,84,76,0
204,Yarn,320,706,5249,20,9.99,10,87,0
565,Ready-made garment,432,182,5545,7,7.26,16,71,0
558,Cotton,320,192,1347,4,2.11,86,41,1
531,Ready-made garment,170,1401,17818,5,4.56,93,64,1
357,Yarn,456,716,1895,24,1.0,79,65,0
303,Cotton,294,1208,17422,5,9.32,39,80,0
409,Yarn,115,672,14613,27,8.94,79,52,0
361,Ready-made garment,479,1331,10886,29,5.88,93,58,0
206,Ready-made garment,277,1793,1401,27,5.42,47,63,0
350,Cotton,419,680,18767,25,5.56,39,48,0
523,Ready-made garment,186,1100,8831,10,0.45,63,74,1
591,Fabric,243,1567,19586,18,4.42,97,71,1
320,Fabric,243,873,11360,2,1.54,25,40,0
478,Cotton,195,952,11610,15,2.22,25,70,0
321,Yarn,194,1869,9986,9,11.55,36,57,0
357,Yarn,121,1493,11574,2,3.14,31,54,0
300,Yarn,403,750,18300,3,5.8,24,63,0
466,Fabric,467,891,11764,22,10.65,55,40,0
357,Ready-made garment,241,575,12024,20,4.96,10,54,0
448,Fabric,93,603,3082,24,6.34,37,62,0
324,Ready-made garment,206,1970,17242,24,2.03,42,89,0
301,Fabric,495,330,2000,2,3.42,24,90,0
325,Yarn,65,977,8619,2,6.07,66,59,1
335,Yarn,127,1483,18822,19,4.38,79,69,1
282,Yarn,101,1686,1314,14,0.46,77,90,1
299,Cotton,51,1874,9287,27,4.81,67,91,1
456,Cotton,281,1142,15039,18,9.78,29,52,0
345,Ready-made garment,110,789,5566,21,1.39,13,44,0
543,Cotton,181,308,11687,1,0.22,19,93,0
452,Fabric,431,230,6586,7,1.42,16,76,0
210,Fabric,101,842,6794,8,8.24,66,96,0
105,Ready-made garment,346,483,12010,12,9.54,15,50,0
335,Ready-made garment,229,1215,14629,4,0.58,64,81,1
226,Yarn,80,1666,2564,23,10.65,40,96,0
203,Cotton,459,461,19235,25,7.53,73,45,0
336,Yarn,204,860,14700,7,6.22,45,77,0
502,Cotton,170,1247,7864,18,3.04,22,64,0
579,Cotton,100,1042,1864,18,4.46,84,94,1
254,Ready-made garment,144,747,11520,26,11.36,82,84,0
356,Yarn,225,1396,17968,10,10.94,81,77,0
334,Yarn,60,454,17150,10,7.51,70,96,0
599,Cotton,441,199,13908,6,6.95,19,78,0
388,Cotton,61,830,14094,24,2.53,75,79,1
139,Ready-made garment,404,1739,9962,12,11.44,33,81,0
387,Fabric,94,400,8726,10,9.06,43,82,0
296,Yarn,339,708,5381,27,4.59,59,68,1
372,Yarn,254,1951,567,13,9.79,84,76,0
481,Ready-made garment,268,981,17072,26,2.54,10,79,0
363,Ready-made garment,377,302,13395,27,2.56,14,97,0
156,Yarn,480,1144,17566,12,9.49,36,72,0
397,Yarn,305,1321,13732,19,6.71,16,46,0
197,Cotton,297,211,11646,1,6.67,10,57,0
236,Fabric,70,1272,3638,1,6.88,41,83,0
475,Yarn,90,480,13734,11,1.51,26,90,0
186,Ready-made garment,327,854,10023,18,4.19,27,79,0
518,Cotton,326,1053,3690,26,6.88,77,74,1
341,Cotton,461,1306,1352,22,2.97,58,49,0
298,Ready-made garment,244,895,16542,2,6.05,22,62,0
562,Ready-made garment,120,436,7853,6,6.68,78,93,1
536,Cotton,319,1461,12688,16,11.31,31,53,0
409,Ready-made garment,384,1937,18578,27,2.95,35,58,0
183,Cotton,122,1423,9999,1,5.27,77,90,1
341,Ready-made garment,357,1724,14430,9,11.78,96,69,0
380,Cotton,476,321,3095,28,2.24,14,48,0
422,Yarn,248,1111,1718,15,9.36,18,44,0
351,Yarn,125,859,9175,16,2.13,86,78,1
289,Ready-made garment,324,1532,8259,14,10.2,71,84,0
538,Fabric,332,788,12241,7,5.86,82,89,1
529,Yarn,195,217,17165,1,11.67,77,97,0
251,Cotton,62,273,9321,16,2.04,99,84,1
581,Fabric,412,1342,2966,9,8.26,87,71,0
401,Cotton,178,1499,4675,29,8.34,11,78,0
377,Cotton,279,1853,5421,25,8.63,59,79,0
238,Yarn,134,418,11421,11,1.21,60,67,1
275,Ready-made garment,211,1712,7056,10,3.46,99,75,1
107,Ready-made garment,446,1211,19265,11,4.06,11,88,0
394,Cotton,414,1201,3436,6,3.89,50,49,0
334,Yarn,420,540,14014,2,8.1,73,43,0
